usuario_id,net_id,yeardone,privacy,dropout,study,school,schooltype,schoolprov,schooltown,stage,grade,group,class_size,gender,female,yearbirth,age,siblings,nsiblings,nsister,nbrother,ranksib,migrant,stairs10,stairs5,stairsN,nmark10_text,nmark8_text,gpa,gpaN,repeater,optional,moodalone,moodfun,moodgeneral,happyN,height,weight,obesity,uniwant,world,abroad,willwork,wish_slider,good1,good2,good3,like1,like2,like3,goodbeforelike,money1,money2,money3,money4,money5,money6,patienceN,cns_td,tpc1,tpc11,tpc111,tpc112,tpc22,tpc221,tpc222,patienceC,prob1,prob2,prob3,prob4,prob5,prob6,riskyN,cns_risk,hlbeforetd,newdesignhl,sp1_v1,sp2_v1,sp3_v1,sp1_v2,sp2_v2,sp3_v2,sp4_v2,sp5_v2,sp6_v2,sp_version,sp_randomized,delavande__apple20,delavande__apple10,delavande__riceweek,delavande__ricemoth,delavande__sch0,delavande__bath100,delavande__uni,delavande__study,delavande_slider,delavande_total,crt1,crt2,crt3,crtN,fin1,fin2,fin3,finN,st_cards1,st_cards2,st_cards3,st_cards4,st_cards1_ne,st_cards2_ne,st_cards3_ne,st_cards4_ne,st_buttons_game1,st_buttons_game2,st_buttons_argument1,st_buttons_argument2,st_buttons_maxp,st_buttons_minr,st_buttons_randomnised,st_buttons_changedcolor,st_buttons_game1_rival,st_buttons_game2_rival,st_buttons_argument1_rival,st_buttons_argument2_rival,st_piggy_belief15,st_piggy_belief0,st_piggy_belief_position_15,st_piggy_belief_position_0,st_piggy_0_sec,st_piggy_15_sec,st_piggy_position_0,st_piggy_position_15,st_piggy_15_distance_ne,st_piggy_0_distance_ne,honesty,honest_pictures,honest_numbers,treatment_numbers,creativityf,brick,rope,ropeuse,rope_order,left_hand,device,covid1,covid2,covid3,covid4,ftr1,ftr2,ftr3,ftr_short,clima1,clima2,clima3,clima4,clima5,clima6,clima7,clima8,clima9,clima10,clima11,clima12,clima13
2081,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,0,,,,,,8,.8888889,,"Segunda lengua extranjera (Francés, Chino, etc)",4,3,3,.83333331,160,42,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,1,1,1,,,,,,,1,0,,,,,,,,,,,1,1,1,1,1,0,1,.66666669,3,4,5,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,Construcción; escultura; arma ;taburete; elemento para estudiar.,,,,1,3,,,,,,,,,,,,,,,,,,,,,
2082,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,1,,,,,,1,.11111111,,Otra,3,4,4,.91666669,162,60,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,0,0,0,0,0,0,0,0,4,1,4,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,4,,,3,"Casa, bolso, cama",,,,0,3,,,,,,,,,,,,,,,,,,,,,
2083,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,,,,,,,0,0,,Otra,4,4,3,.91666669,,,,,,,,,,,,,,,,0,0,1,0,1,1,.5,0,,,,,,,,,0,0,1,0,0,1,.33333334,0,0,0,0,0,1,,,,,,,1,0,,,,,,,,,,,1,0,0,.33333334,0,0,0,0,3,1,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,no se,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2084,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,1,,,,,,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc)",4,4,3,.91666669,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,1,0,1,.66666669,5,1,5,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,3,,,3,Agredir;Construir;Destruir.,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2085,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,1,,,,,,9,1,,"Segunda lengua extranjera (Francés, Chino, etc)",3,3,3,.75,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,1,1,1,1,1,0,1,.66666669,5,2,3,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,Construir; apilarlos; saltarlos.,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2086,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2008,13,,,,,,1,,,,,,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc)",4,2,3,.75,170,62,,,,,,,,,,,,,,1,0,0,0,0,1,.33333334,0,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,0,0,0,0,1,0,1,.66666669,5,5,5,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,Costruir;defenderse,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2087,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,0,,,,,,3,.33333334,,Otra,4,4,4,1,157,40,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,0,0,1,.33333334,3,4,2,4,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,Sirve para construir; sirve para defenderse de algo si no tienes un arma,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2088,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,1,,,,,,3,.33333334,,Otra,3,3,3,.75,164,65,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,0,1,1,.33333334,1,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,0,0,0,0,4,3,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,Construir una casa;hacer un nido de cualquier bicho;pintar sobre el;hacer un mural;,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2089,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,1,,,,,,0,0,,"Segunda lengua extranjera (Francés, Chino, etc)",4,4,2,.83333331,,51,,,,,,,,,,,,,,1,0,0,1,1,0,.5,0,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,0,0,1,.33333334,0,0,1,.33333334,3,5,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,4,,,1,Construir,,,,1,2,,,,,,,,,,,,,,,,,,,,,
2090,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,0,,,,,,3,.33333334,,Otra,3,4,3,.83333331,,,,,,,,,,,,,,,,0,0,1,0,1,0,.33333334,0,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,0,0,1,.33333334,5,2,4,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Para tapar agujeros,hacer muros.",,,,0,3,,,,,,,,,,,,,,,,,,,,,
2091,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,1,,,,,,3,.33333334,,Otra,3,4,2,.75,,,,,,,,,,,,,,,,1,1,0,0,1,0,.5,0,,,,,,,,,1,1,0,0,1,1,.66666669,0,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,1,0,0,.33333334,2,3,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,Hacer una casa;hacer un muelle;hacer una columna,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2092,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,0,,,,,,6,.66666669,,"Segunda lengua extranjera (Francés, Chino, etc)",4,4,3,.91666669,154,36,,,,,,,,,,,,,,0,0,0,0,0,1,.16666667,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,0,0,0,0,1,0,1,.66666669,3,2,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,3,,,1,Para construir una casa,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2093,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,0,,,,,,6,.66666669,,"Segunda lengua extranjera (Francés, Chino, etc)",2,3,4,.75,,,,,,,,,,,,,,,,0,0,0,0,0,1,.16666667,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,1,0,1,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,1,0,1,.66666669,1,2,5,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,2,,,4,casa;edificios;chimeneas;colegios;
,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2094,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,1,,,,,,0,0,,"Segunda lengua extranjera (Francés, Chino, etc)",4,4,3,.91666669,,58,,,,,,,,,,,,,,1,1,0,0,0,0,.33333334,0,,,,,,,,,0,0,0,0,0,1,.16666667,1,0,0,0,1,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,1,0,1,.66666669,4,4,4,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,2,Yo con un ladrillo haria el edificio mas grande del mundo;y crearian una casa para mi perro,,,,0,1,,,,,,,,,,,,,,,,,,,,,
2095,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,1,,,,,,0,0,,"Segunda lengua extranjera (Francés, Chino, etc)",2,4,3,.75,,,,,,,,,,,,,,,,0,0,0,0,1,0,.16666667,0,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,0,0,1,.33333334,1,0,1,.66666669,4,2,5,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,4,,,2,edificios ; chimeneas;,,,,0,1,,,,,,,,,,,,,,,,,,,,,
2096,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,0,,,,,,1,.11111111,,"Segunda lengua extranjera (Francés, Chino, etc)",3,4,4,.91666669,,40,,,,,,,,,,,,,,0,0,0,1,1,1,.5,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,0,1,,,,,,,1,0,,,,,,,,,,,0,0,0,0,1,0,1,.66666669,5,1,3,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,Una casa ;,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2097,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,2,1,2009,12,,,,,,1,,,,,,4,.44444445,,Otra,1,2,4,.58333331,153,56,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,0,0,0,0,5,4,2,3,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,Una casa; una pared; un asiento; un posavasos.,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2098,5_2_1,2021,1,0,337,5,2,1,3,2,1,2,30,1,0,2009,12,,,,,,1,,,,,,2,.22222222,,Otra,3,4,3,.83333331,156,62,,,,,,,,,,,,,,0,0,0,0,1,1,.33333334,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,1,,,,,,,1,0,,,,,,,,,,,1,0,1,.66666669,0,0,0,0,5,5,5,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,Casas,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2112,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,0,0,,,,0,,,,Inglés | Lengua Castellana y Literatura | Matemáticas,Lengua Castellana y Literatura | Matemáticas,9,1,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos",2,4,3,.75,165,56,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,0,0,,,,,,,1,0,50,2,10,100,0,100,100,,,3,0,0,1,.33333334,0,0,1,.33333334,4,2,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,"Hacer pesas; construir, romperlo",,,,1,3,,,,,,,,,,,,,,,,,,,,,
2113,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,1,0,2009,12,1,,,,1,0,,,,Otra,Otra,0,0,,"Tecnología/Informática | Segunda lengua extranjera (Francés, Chino, etc) | Refuerzo de matemáticas o lengua | Religión | Otra",4,4,4,1,152,36,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,50,10,25,50,0,100,75,,,3,0,1,1,.66666669,0,0,0,0,4,5,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,6,,,1,"El ladrillo es un trozo de madera,",,,,0,3,,,,,,,,,,,,,,,,,,,,,
2114,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,1,0,2009,12,1,,,,1,0,,,,Inglés | Matemáticas | Otra,Lengua Castellana y Literatura | Otra,8,.8888889,,"Tecnología/Informática | Segunda lengua extranjera (Francés, Chino, etc) | Refuerzo de matemáticas o lengua | Religión | Otra",2,4,4,.83333331,152,36,,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,75,99,100,100,1,100,42,,,2,0,1,1,.66666669,0,0,0,0,4,4,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,6,,,1,Un ladrillo es ub trozo de madera,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2115,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,1,0,2008,13,1,,,,7,0,,,,Inglés | Matemáticas | Otra,Lengua Castellana y Literatura | Otra,8,.8888889,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos",3,4,3,.83333331,,,,,,,,,,,,,,,,0,1,0,1,1,0,.5,0,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,20,10,100,100,10,50,70,,,3,1,0,1,.66666669,0,0,1,.33333334,4,1,4,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,2,Para construir cosas; un arma,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2116,8_2_1,2021,1,1,391,8,1,2,6,2,1,1,32,2,1,2009,12,1,,,,1,0,,,,Matemáticas,Lengua Castellana y Literatura,4,.44444445,,Alternativa/Valores éticos,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,.16666667,0,,,,,,,,,0,1,0,0,1,1,.5,0,0,0,,,,,,,,,,1,0,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2117,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,1,,,,1,0,,,,Inglés | Lengua Castellana y Literatura,Matemáticas,8,.8888889,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",2,4,4,.83333331,,,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,0,0,,,,,,,1,0,20,5,50,80,50,100,90,,,3,1,0,1,.66666669,0,0,0,0,2,3,2,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,3,,,3,"Una casa , una muralla, una piscina …",,,,0,3,,,,,,,,,,,,,,,,,,,,,
2118,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,0,0,,,,0,,,,Inglés | Lengua Castellana y Literatura | Matemáticas,Inglés | Lengua Castellana y Literatura | Matemáticas,9,1,,Tecnología/Informática | Refuerzo de matemáticas o lengua | Religión,4,4,4,1,156,36,,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,1,0,,,,,,,1,0,10,12,20,25,5,30,45,,,2,0,0,0,0,0,0,0,0,5,2,3,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,5,,,2,Se puede utilizar para las paredes; y para más cosa. 
,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2119,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,1,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,1,0,2009,12,1,,,,1,0,,,,Lengua Castellana y Literatura | Matemáticas,Matemáticas,8,.8888889,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",2,3,4,.75,142,50,,,,,,,,,,,,,,0,1,0,0,0,0,.16666667,0,,,,,,,,,1,1,1,0,0,0,.5,0,0,0,0,0,0,,,,,,,1,0,10,0,20,0,40,100,60,,,2,0,0,1,.33333334,0,0,0,0,2,1,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,6,,,1,Construir,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2121,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,1,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,0,0,,,,0,,,,Inglés | Matemáticas,Lengua Castellana y Literatura,8,.8888889,,Religión,4,4,4,1,179,59,,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,1,0,1,1,1,.66666669,0,0,0,0,1,0,,,,,,,1,0,2,58,40,100,0,100,100,,,2,0,0,1,.33333334,0,0,0,0,3,3,2,2,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,Hacer paredes,,,,1,3,,,,,,,,,,,,,,,,,,,,,
2123,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,1,0,2009,12,0,0,,,,0,,,,Matemáticas | Otra,Inglés | Lengua Castellana y Literatura | Otra,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos",4,4,4,1,150,46,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,20,10,75,99,15,100,95,,,3,1,1,1,1,1,0,0,.33333334,3,5,4,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,Construir,,,,1,3,,,,,,,,,,,,,,,,,,,,,
2124,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,0,0,,,,0,,,,Inglés | Otra,Lengua Castellana y Literatura | Matemáticas | Otra,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",3,4,3,.83333331,150,46,,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,1,0,1,0,1,0,.5,0,0,0,0,0,0,,,,,,,1,0,50,25,35,75,25,100,75,,,3,1,0,1,.66666669,0,0,0,0,5,4,4,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,Hacer una casa;,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2125,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,1,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,2,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,2,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,2,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,1,,,,1,0,,,,Otra,Otra,0,0,,Otra,4,4,4,1,,45,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,1,0,.33333334,0,0,0,0,1,0,,,,,,,1,0,1,9,98,98,1,99,99,,,2,0,0,1,.33333334,0,0,0,0,5,3,3,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,6,,,0,No lo se,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2130,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,2,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,8_2_1,2021,1,1,391,8,1,2,6,2,1,1,32,2,1,2008,13,1,,,,2,0,,,,Otra,Lengua Castellana y Literatura | Matemáticas,3,.33333334,,Refuerzo de matemáticas o lengua | Alternativa/Valores éticos,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,.33333334,0,,,,,,,,,0,1,0,1,0,1,.5,0,0,0,,,,,,,,,,1,0,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,2,,,,,,,,,,,,,,,,,,,,,
2132,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,2,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2008,13,1,,,,2,0,,,,Otra,Lengua Castellana y Literatura | Matemáticas,3,.33333334,,,2,4,3,.75,154,50,,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,1,0,0,1,.33333334,0,0,0,0,0,0,,,,,,,1,0,85,6,20,40,69,59,57,,,2,0,0,0,0,0,0,0,0,4,4,4,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,5,,,1,Casa castillos mansion albanil,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2134,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,1,,,,2,0,,,,Inglés | Lengua Castellana y Literatura | Otra,Inglés | Lengua Castellana y Literatura | Otra,8,.8888889,,Religión | Otra,2,4,4,.83333331,161,50,,,,,,,,,,,,,,0,0,0,0,1,1,.33333334,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,1,,,,,,,1,0,45,60,30,30,10,99,999,,,2,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Para construir una casa , un muro",,,,0,3,,,,,,,,,,,,,,,,,,,,,
2135,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,1,,,,2,0,,,,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,,9,1,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",3,4,4,.91666669,165,48,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,5,5,100,100,0,100,100,,,2,1,0,1,.66666669,0,0,1,.33333334,5,2,5,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,6,,,8,Casa;muro;banco;escultura;iglesia;escalon;escalera;edificios;,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2136,8_2_1,2021,0,,391,8,1,2,6,2,1,1,32,2,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,1,,,,3,0,,,,Lengua Castellana y Literatura | Matemáticas | Otra,Otra,5,.55555558,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",4,4,4,1,,,,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,1,0,1,1,1,.66666669,0,0,0,0,0,0,,,,,,,1,0,10,5,50,100,5,100,100,,,3,0,0,1,.33333334,1,0,0,.33333334,3,5,2,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,2,,,1,Para construir casas,,,,0,3,,,,,,,,,,,,,,,,,,,,,
2138,8_2_1,2021,1,0,391,8,1,2,6,2,1,1,32,2,1,2009,12,0,0,,,,0,,,,Otra,Inglés,1,.11111111,,Religión,2,4,4,.83333331,156,38,,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,1,0,,,,,,,1,0,5,5,10,95,0,100,100,,,2,1,0,0,.33333334,0,0,1,.33333334,4,3,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,Hacer una casa,,,,1,3,,,,,,,,,,,,,,,,,,,,,
